_id	OPERADOR	DENOMINACIÓN	TIPO DE OPERADOR	MACRODISTRITO	PLACA	TIPO	MARCA	COLOR
158	Radio Taxi	TRANS DIPLOMATICO	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	5021DYN	EX80	KEYTON	AZUL
159	Radio Taxi	JLILLIMANI RADIO TAXI S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	2540ZFN	sentra	NISSAN	GRIS OXFORD
160	Radio Taxi	MOVIL HALCON DEL SUR	Empresa	MACRODISTRITO 5 SUR-BAJO LLOJETA(SUR)	5157SLR	alto	SUZUKI	BURDEO
161	Radio Taxi	MOVIL HALCON DEL SUR	Empresa	MACRODISTRITO 5 SUR-BAJO LLOJETA(SUR)	3467FRL	alto	SUZUKI	COBRE
162	Radio Taxi	COMPAÑIA DE RADIOTAXIS EL SAPITO	Empresa	MACRODISTRITO 5 SUR-SEGUENCOMA BAJO	3162KNC	corolla axio	TOYOTA	PLATEADO
163	Radio Taxi	MOVIL HALCON DEL SUR	Empresa	MACRODISTRITO 5 SUR-BAJO LLOJETA(SUR)	4027IBG	corolla fielder	TOYOTA	PLATEADO
164	Radio Taxi	MOVIL HALCON DEL SUR	Empresa	MACRODISTRITO 5 SUR-BAJO LLOJETA(SUR)	4095YUT	probox	TOYOTA	PLATEADO
165	Radio Taxi	MOVIL HALCON DEL SUR	Empresa	MACRODISTRITO 5 SUR-BAJO LLOJETA (SUR)	723DNE	corolla	TOYOTA	BLANCO
166	Radio Taxi	MOVIL HALCON DEL SUR	Empresa	MACRODISTRITO 5 SUR-BAJO LLOJETA(SUR)	1211CRH	COROLLA	TOYOTA	AZUL
167	Radio Taxi	MOVIL HALCON DEL SUR	Empresa	MACRODISTRITO 5 SUR-BAJO LLOJETA(SUR)	4277UYC	corolla fielder	TOYOTA	BLANCO
168	Radio Taxi	MOVIL HALCON DEL SUR	Empresa	MACRODISTRITO 5 SUR-BAJO LLOJETA(SUR)	927DDN	sunny	NISSAN	GUINDO
169	Radio Taxi	MOVIL HALCON DEL SUR	Empresa	MACRODISTRITO 5 SUR-BAJO LLOJETA(SUR)	1052EYE	carina	TOYOTA	NEGRO
170	Radio Taxi	MOVIL HALCON DEL SUR	Empresa	MACRODISTRITO 5 SUR-BAJO LLOJETA(SUR)	2141GNN	carina	TOYOTA	CHAMPAGNE
171	Radio Taxi	RADIO MOVIL ARMONIA	Empresa	MACRODISTRITO 4 SAN_ANTONIO-VILLA ARMONIA	2976NEF	RAUM	TOYOTA	PLATEADO
172	Radio Taxi	RADIO MOVIL ARMONIA	Empresa	MACRODISTRITO 4 SAN_ANTONIO-VILLA ARMONIA	3158SXB	SL	GEELY	NEGRO
173	Radio Taxi	RADIO MOVIL XPERIA	Empresa	MACRODISTRITO 5 SUR-ALTO OBRAJES	3105TFS	corolla	TOYOTA	PLATEADO
174	Radio Taxi	RADIO MOVIL ARMONIA	Empresa	MACRODISTRITO 4 SAN_ANTONIO-VILLA ARMONIA	2002KGF	PULSAR	NISSAN	AZUL
175	Radio Taxi	RADIO MOVIL ARMONIA	Empresa	MACRODISTRITO 4 SAN_ANTONIO-VILLA ARMONIA	3450CSK	succeed	TOYOTA	PLATEADO
176	Radio Taxi	RADIO MOVIL XPERIA	Empresa	MACRODISTRITO 5 SUR-ALTO OBRAJES	4238CNS	CELERIO	SUZUKI	BLANCO
177	Radio Taxi	RADIO MOVIL ARMONIA	Empresa	MACRODISTRITO 4 SAN_ANTONIO-VILLA ARMONIA	2084DUB	prAIRE JOY	NISSAN	GRIS
178	Radio Taxi	RADIO MOVIL ARMONIA	Empresa	MACRODISTRITO 4 SAN_ANTONIO-VILLA ARMONIA	3450RDG	J6	JAC	BLANCO
179	Radio Taxi	RADIO MOVIL ARMONIA	Empresa	MACRODISTRITO 4 SAN_ANTONIO-VILLA ARMONIA	2191CGY	SPRINTER CARIB	TOYOTA	VERDE
180	Radio Taxi	RADIO MOVIL ARMONIA	Empresa	MACRODISTRITO 4 SAN_ANTONIO-VILLA ARMONIA	2288EPF	COROLLA SPACIO	TOYOTA	AZUL
181	Radio Taxi	RADIO MOVIL ARMONIA	Empresa	MACRODISTRITO 4 SAN_ANTONIO-VILLA ARMONIA	1209XHR	COROLLA	TOYOTA	BLANCO
182	Radio Taxi	RADIO MOVIL ARMONIA	Empresa	MACRODISTRITO 4 SAN_ANTONIO-VILLA ARMONIA	728YNR	SPRINTER	TOYOTA	BLANCO
183	Radio Taxi	REMISSE SUR RADIO MOVIL	Empresa	MACRODISTRITO 5 SUR-CALACOTO	1750CCY	corolla spacio	TOYOTA	PLOMO
184	Radio Taxi	TRANS DIPLOMATICO	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	2462BPF	sienta	TOYOTA	PLATEADO
185	Radio Taxi	TRANS DIPLOMATICO	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	2831FND	sienta	TOYOTA	PERLA
186	Radio Taxi	TRANS DIPLOMATICO	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	993ZZT	COROLLA	TOYOTA	AZUL
187	Radio Taxi	TRANS DIPLOMATICO	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	2735TNA	YARIS	TOYOTA	NEGRO
188	Radio Taxi	RADIO MOVIL CHUQUIAGO	Empresa	MACRODISTRITO 3 PERIFERICA-BARRIO GRAFICO	3851IST	ALTO	SUZUKI	BLANCO
189	Radio Taxi	RADIO MOVIL CHUQUIAGO	Empresa	MACRODISTRITO 3 PERIFERICA-BARRIO GRAFICO	4459GEK	ALTO	SUZUKI	BLANCO
190	Radio Taxi	REMISSE SUR RADIO MOVIL	Empresa	MACRODISTRITO 5 SUR-CALACOTO	4814RES	dzire	SUZUKI	GRIS
191	Radio Taxi	TRANS DIPLOMATICO	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	4981PXC	corolla	TOYOTA	GRIS
192	Radio Taxi	TRANS DIPLOMATICO	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	3477DAU	TIIDA LATIO	NISSAN	PLATEADO
193	Radio Taxi	TRANS DIPLOMATICO	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	2513AHN	TIIDA LATIO	NISSAN	PLATEADO
194	Radio Taxi	RADIO TAXI EMPERADOR S.R.L.	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	2680ZXL	TOWNACE	TOYOTA	PLATEADO
195	Radio Taxi	RADIO TAXI EMPERADOR S.R.L.	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	3108ERL	PROBOX	TOYOTA	BLANCO
196	Radio Taxi	RADIO TAXI EMPERADOR S.R.L.	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	4067KHE	PROBOX	TOYOTA	BLANCO
197	Radio Taxi	RADIO TAXI EMPERADOR S.R.L.	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	1818CCD	COROLLA	TOYOTA	BLANCO
198	Radio Taxi	TRANS DIPLOMATICO	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	5253YEP	ex80	KEYTON	PLATA
199	Radio Taxi	RADIO TAXI DIAMOND	Empresa	MACRODISTRITO 4 SAN_ANTONIO-VILLA COPACABANA	4810UZT	SENOVA	BAIC	NARANJA
200	Radio Taxi	RADIO MOVIL CHUQUIAGO	Empresa	MACRODISTRITO 3 PERIFERICA-BARRIO GRAFICO	4538DNF	alto	SUZUKI	GRIS
201	Radio Taxi	RADIO MOVIL CHUQUIAGO	Empresa	MACRODISTRITO 3 PERIFERICA-BARRIO GRAFICO	5330HZL	baleno	SUZUKI	PLATA
202	Radio Taxi	RADIO TAXI CITY LAPAZ	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	1921GBF	corolla	TOYOTA	PLOMO
203	Radio Taxi	RADIO TAXI CITY LAPAZ	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	1939AFA	corolla	TOYOTA	BLANCO
204	Radio Taxi	TRANS DIPLOMATICO	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	2537EAC	imPREZA	SUBARU	BURDEO
205	Radio Taxi	TRANS DIPLOMATICO	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	3589BKL	SWIFT	SUZUKI	BLANCO PERLA
206	Radio Taxi	TRANS DIPLOMATICO	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	1567KKD	MARINO	TOYOTA	PLATEADO
207	Radio Taxi	TRANS DIPLOMATICO	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	2109FUH	CALDINA	TOYOTA	PLATEADO
208	Radio Taxi	TRANS DIPLOMATICO	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	4216PUR	F3	BYD	PLOMO METAL
209	Radio Taxi	RADIO TAXI CITY LAPAZ	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	1731NLC	sprinter	TOYOTA	BURDEO
210	Radio Taxi	TRANS DIPLOMATICO	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	5317GES	JUPITER	KINGSTAR	BLANCO
211	Radio Taxi	RADIO TAXI CITY LAPAZ	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	1549TCD	corolla	TOYOTA	BLANCO
212	Radio Taxi	RADIO MOVIL XPERIA	Empresa	MACRODISTRITO 5 SUR-ALTO OBRAJES	4438NDF	Corolla fielder	TOYOTA	CAFE
213	Radio Taxi	RADIO MOVIL XPERIA	Empresa	MACRODISTRITO 5 SUR-ALTO OBRAJES	1774TXI	CALDINA	TOYOTA	BLANCO
214	Radio Taxi	RADIO TAXI EMPERADOR S.R.L.	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	1818FBD	corolla	TOYOTA	BLANCO
215	Radio Taxi	RADIO TAXI EMPERADOR S.R.L.	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	4534XXK	PROBOX	TOYOTA	PLATEADO
216	Radio Taxi	RADIO TAXI CITY LAPAZ	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	2429NGL	corolla fielder	TOYOTA	PLATEADO
217	Radio Taxi	RADIO TAXI CITY LAPAZ	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	2249SSN	SPRINTER	TOYOTA	VERDE
218	Radio Taxi	RADIO TAXI CITY LAPAZ	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	1462CUX	SPRINTER	TOYOTA	PERLA METALICO
219	Radio Taxi	RADIO TAXI CITY LAPAZ	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	1462CRI	COROLLA	TOYOTA	BLANCO
220	Radio Taxi	RADIO MOVIL ARMONIA	Empresa	MACRODISTRITO 4 SAN_ANTONIO-VILLA ARMONIA	699TXA	SPRINTER	TOYOTA	BLANCO
221	Radio Taxi	RADIO MOVIL ARMONIA	Empresa	MACRODISTRITO 4 SAN_ANTONIO-VILLA ARMONIA	350FGB	forsa	SUZUKI	AZUL
222	Radio Taxi	RADIO MOVIL ARMONIA	Empresa	MACRODISTRITO 4 SAN_ANTONIO-VILLA ARMONIA	1051EFT	SENTRA	NISSAN	VERDE
223	Radio Taxi	RADIO MOVIL ARMONIA	Empresa	MACRODISTRITO 4 SAN_ANTONIO-VILLA ARMONIA	1700ZZD	CARIB	TOYOTA	BURDEO
224	Radio Taxi	RADIO TAXI CITY LAPAZ	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	2054CAB	COROLLA	TOYOTA	BLANCO
225	Radio Taxi	RADIO TAXI CITY LAPAZ	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	1915TST	COROLLA	TOYOTA	GRIS
226	Radio Taxi	RADIO MOVIL ARMONIA	Empresa	MACRODISTRITO 4 SAN_ANTONIO-VILLA ARMONIA	1626ECR	SPRINTER	TOYOTA	VERDE
227	Radio Taxi	RADIO MOVIL ARMONIA	Empresa	MACRODISTRITO 4 SAN_ANTONIO-VILLA ARMONIA	1084CLA	BLUE BIRD	NISSAN	AZUL
228	Radio Taxi	RADIO MOVIL XPERIA	Empresa	MACRODISTRITO 5 SUR-ALTO OBRAJES	4765RCA	GRATOUR	FOTON	BLANCO
229	Radio Taxi	RADIO TAXI CITY LAPAZ	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	1462ILF	COROLLA	TOYOTA	BLANCO
230	Radio Taxi	RADIO TAXI CITY LAPAZ	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	2250NRI	SPRINTER CARIB	TOYOTA	BLANCO
231	Radio Taxi	RADIO MOVIL ARMONIA	Empresa	MACRODISTRITO 4 SAN_ANTONIO-VILLA ARMONIA	2357PLS	COROLLA FIELDER	TOYOTA	BLANCO
232	Radio Taxi	RADIO TAXI CITY LAPAZ	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	2818KEX	COROLLA	TOYOTA	BLANCO
233	Radio Taxi	RADIO MOVIL ARMONIA	Empresa	MACRODISTRITO 4 SAN_ANTONIO-VILLA ARMONIA	837CSN	CARIB	TOYOTA	AZUL
234	Radio Taxi	RADIO MOVIL XPERIA	Empresa	MACRODISTRITO 5 SUR-ALTO OBRAJES	1493PPN	ALTIMA	NISSAN	NEGRO
235	Radio Taxi	RADIO MOVIL ARMONIA	Empresa	MACRODISTRITO 4 SAN_ANTONIO-VILLA ARMONIA	4250KGG	HAIMA2	HAIMA	PLATA
236	RADIO TAXI	AXCELBO	Empresa	MACRODISTRITO 6 MALLASA-MALLASA	1525NKP	COROLLA	TOYOTA	GRIS COMBINADO
237	Radio Taxi	RADIO MOVIL ARMONIA	Empresa	MACRODISTRITO 4 SAN_ANTONIO-VILLA ARMONIA	2099INU	SPRINTER CARIB	TOYOTA	BLANCO
238	Radio Taxi	RADIO MOVIL ARMONIA	Empresa	MACRODISTRITO 4 SAN_ANTONIO-VILLA ARMONIA	1476IGN	PARATI	VOLKSWAGEN	GRIS
239	Radio Taxi	RADIO MOVIL ARMONIA	Empresa	MACRODISTRITO 4 SAN_ANTONIO-VILLA ARMONIA	2067UFD	CALDINA	TOYOTA	VERDE
240	Radio Taxi	RADIO MOVIL ARMONIA	Empresa	MACRODISTRITO 4 SAN_ANTONIO-VILLA ARMONIA	4449SCC	COROLLA AXIO	TOYOTA	PLATEADO
241	RADIO TAXI	AXCELBO	Empresa	MACRODISTRITO 6 MALLASA-MALLASA	1519YEE	CALDINA	TOYOTA	VERDE
242	Radio Taxi	RADIO MOVIL ARMONIA	Empresa	MACRODISTRITO 4 SAN_ANTONIO-VILLA ARMONIA	4123GCB	RIO	KIA	GRIS
243	Radio Taxi	RADIO MOVIL ARMONIA	Empresa	MACRODISTRITO 4 SAN_ANTONIO-VILLA ARMONIA	1936SNN	COROLLA	TOYOTA	VERDE
244	Radio Taxi	RADIO MOVIL ARMONIA	Empresa	MACRODISTRITO 4 SAN_ANTONIO-VILLA ARMONIA	2037NTB	COROLLA	TOYOTA	VERDE
245	Radio Taxi	RADIO MOVIL ARMONIA	Empresa	MACRODISTRITO 4 SAN_ANTONIO-VILLA ARMONIA	627DAP	SUNNY	NISSAN	BLANCO
246	RADIO TAXI	AXCELBO	Empresa	MACRODISTRITO 6 MALLASA-MALLASA	1547KAT	MARINO	TOYOTA	NEGRO
247	Radio Taxi	RADIO MOVIL ARMONIA	Empresa	MACRODISTRITO 4 SAN_ANTONIO-VILLA ARMONIA	1768BYU	corolla	TOYOTA	VERDE
248	Radio Taxi	RADIO MOVIL ARMONIA	Empresa	MACRODISTRITO 4 SAN_ANTONIO-VILLA ARMONIA	4749CHS	BJ6457MD62A-E1	FOTON	DORADO
249	Radio Taxi	RADIO MOVIL ARMONIA	Empresa	MACRODISTRITO 4 SAN_ANTONIO-VILLA ARMONIA	3814TFY	PROBOX	TOYOTA	BLANCO
250	RADIO TAXI	AXCELBO	Empresa	MACRODISTRITO 6 MALLASA-MALLASA	981XYG	SENTRA	NISSAN	PLATEADO
251	Radio Taxi	RADIO MOVIL ARMONIA	Empresa	MACRODISTRITO 4 SAN_ANTONIO-VILLA ARMONIA	2110CIC	SPRINTER CARIB	TOYOTA	NEGRO
252	Radio Taxi	RADIO MOVIL ARMONIA	Empresa	MACRODISTRITO 4 SAN_ANTONIO-VILLA ARMONIA	1552ZBC	CALDINA	TOYOTA	VERDE
253	Radio Taxi	RADIO MOVIL ARMONIA	Empresa	MACRODISTRITO 4 SAN_ANTONIO-VILLA ARMONIA	4045GFB	AD	NISSAN	BLANCO
254	Radio Taxi	RADIO TAXI DIAMOND	Empresa	MACRODISTRITO 4 SAN_ANTONIO-VILLA COPACABANA	2098UGC	corolla espacio	TOYOTA	BLANCO
255	Radio Taxi	RADIO TAXI CITY LAPAZ	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	4766PDK	ex80	KEYTON	BLANCO
256	Radio Taxi	RADIO TAXI CITY LAPAZ	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	1919LAT	SPRINTER	TOYOTA	PLATEADO
257	Radio Taxi	RADIO TAXI CITY LAPAZ	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	2133YFL	SPRINTER	TOYOTA	VERDE
258	Radio Taxi	OBRAJES LIMITADA	Empresa	MACRODISTRITO 5 SUR-OBRAJES	546ZKG	COROLLA	TOYOTA	ROJO
259	Radio Taxi	RADIO TAXI CITY LAPAZ	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	1221PFC	SPRINTER	TOYOTA	BLANCO
260	Radio Taxi	RADIO MOVIL EXPRESO DEL SUR	Empresa	MACRODISTRITO 5 SUR-LA FLORIDA	4069UTN	corolla axio	TOYOTA	PLATEADO
261	Radio Taxi	RADIO TAXI CITY LAPAZ	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	1938ECH	COROLLA	TOYOTA	AZUL
262	Radio Taxi	RADIO TAXI EMPERADOR S.R.L.	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	2357NDN	PROBOX	TOYOTA	BLANCO
263	Radio Taxi	RADIO TAXI CITY LAPAZ	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	3774AER	COROLLA	TOYOTA	GRIS
264	Radio Taxi	RADIO TAXI CITY LAPAZ	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	2133YGR	COROLLA	TOYOTA	PLATEADO
265	Radio Taxi	RADIO TAXI CITY LAPAZ	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	1542PPA	COROLLA	TOYOTA	BLANCO
266	Radio Taxi	RADIO TAXI CITY LAPAZ	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	3014FYE	SX4	SUZUKI	BLANCO PERLA
267	Radio Taxi	RADIO TAXI CITY LAPAZ	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	1462CTS	SPRINTER	TOYOTA	BEIGE
268	Radio Taxi	RADIO TAXI CITY LAPAZ	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	1462IPN	SPRINTER	TOYOTA	VERDE
269	Radio Taxi	RADIO TAXI EMPERADOR S.R.L.	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	1422LCE	CALDINA	TOYOTA	AZUL COMBINADO
270	Radio Taxi	RADIO TAXI CITY LAPAZ	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	1919HLE	COROLLA	TOYOTA	BLANCO
271	Radio Taxi	RADIO TAXI CITY LAPAZ	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	2133YDE	SPRINTER	TOYOTA	AZUL
272	Radio Taxi	SERVIMOVIL JULIO CESAR	Empresa	MACRODISTRITO 5 SUR-CALACOTO	5024GDK	ex 80	KEYTON	AZUL
273	Radio Taxi	SERVIMOVIL JULIO CESAR	Empresa	MACRODISTRITO 5 SUR-CALACOTO	2907ECP	SPRINTER	TOYOTA	BLANCO
274	Radio Taxi	RADIO TAXI DIAMOND	Empresa	MACRODISTRITO 4 SAN_ANTONIO-VILLA COPACABANA	4433GYL	alto	SUZUKI	AZUL METALICO
275	Radio Taxi	RADIO TAXI DIAMOND	Empresa	MACRODISTRITO 4 SAN_ANTONIO-VILLA COPACABANA	4277ALA	CELERIO	SUZUKI	GRIS METALICO
276	Radio Taxi	RADIO TAXI DIAMOND	Empresa	MACRODISTRITO 4 SAN_ANTONIO-VILLA COPACABANA	4562ANG	VOLEEX	GREAT WALL	GUINDO
277	Radio Taxi	MOVIL HALCON DEL SUR	Empresa	MACRODISTRITO 5 SUR-BAJO LLOJETA(SUR)	4763CCR	alto	SUZUKI	BLANCO
278	Radio Taxi	MOVIL HALCON DEL SUR	Empresa	MACRODISTRITO 5 SUR-BAJO LLOJETA(SUR)	4763HCY	sentra	NISSAN	ROJO
279	Radio Taxi	MOVIL HALCON DEL SUR	Empresa	MACRODISTRITO 5 SUR-BAJO LLOJETA(SUR)	4763HCY	sentra	NISSAN	ROJO
280	Radio Taxi	MOVIL HALCON DEL SUR	Empresa	MACRODISTRITO 5 SUR-BAJO LLOJETA(SUR)	966RUR	corolla	TOYOTA	BLANCO
281	Radio Taxi	MOVIL HALCON DEL SUR	Empresa	MACRODISTRITO 5 SUR-BAJO LLOJETA(SUR)	2594FKG	ESPACIO	TOYOTA	PLATEADO
282	Radio Taxi	RADIO TAXI DIAMOND	Empresa	MACRODISTRITO 4 SAN_ANTONIO-VILLA COPACABANA	3046GHR	ALTO	SUZUKI	ROJO
283	Radio Taxi	RADIO MOVIL ACHUMANI S. R. L.	Empresa	MACRODISTRITO 5 SUR-ACHUMANI	4225NBB	F3	BYD	ROJO
284	Radio Taxi	MOVIL HALCON DEL SUR	Empresa	MACRODISTRITO 5 SUR-BAJO LLOJETA(SUR)	2220FLE	COROLLA	TOYOTA	BLANCO
285	Radio Taxi	RADIO TAXI EMPERADOR S.R.L.	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	3149DBU	COROLLA AXIO	TOYOTA	PLATEADO
286	Radio Taxi	RADIO TAXI DIAMOND	Empresa	MACRODISTRITO 4 SAN_ANTONIO-VILLA COPACABANA	4795IFP	ALTO	SUZUKI	GRIS
287	Radio Taxi	RADIO MOVIL EXPRESO DEL SUR	Empresa	MACRODISTRITO 5 SUR-LA FLORIDA	5006SCL	DZIRE	SUZUKI	BEIGE
288	Radio Taxi	RADIO TAXI EMPERADOR S.R.L.	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	5319UKT	BALENO	SUZUKI	GRIS
289	Radio Taxi	RADIO TAXI EMPERADOR S.R.L.	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	3790IEN	MATRIX	TOYOTA	GRIS
290	Radio Taxi	RADIO TAXI DIAMOND	Empresa	MACRODISTRITO 4 SAN_ANTONIO-VILLA COPACABANA	4055ZCS	CELERIO	SUZUKI	ROJO
291	Radio Taxi	RADIO TAXI EMPERADOR S.R.L.	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	1668IIK	COROLLA	TOYOTA	VERDE
292	Radio Taxi	REMISSE SUR RADIO MOVIL	Empresa	MACRODISTRITO 5 SUR-CALACOTO	4798NRD	h30	DONG FENG	PLATA
293	Radio Taxi	RADIO TAXI CITY LAPAZ	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	1549TSB	COROLLA	TOYOTA	BLANCO
294	Radio Taxi	RADIO TAXI CITY LAPAZ	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	1917FHX	SPRINTER	TOYOTA	PLATEADO
295	Radio Taxi	RADIO TAXI EMPERADOR S.R.L.	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	2745NNF	GAIA	TOYOTA	PERLA
296	Radio Taxi	RADIO MOVIL ACHUMANI S. R. L.	Empresa	MACRODISTRITO 5 SUR-ACHUMANI	3004ARR	corolla	TOYOTA	GRIS
297	Radio Taxi	RADIO TAXI EMPERADOR S.R.L.	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	1793NZC	COROLLA	TOYOTA	VERDE
298	Radio Taxi	RADIO TAXI EMPERADOR S.R.L.	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	858RPD	COROLLA	TOYOTA	BLANCO
299	Radio Taxi	RADIO TAXI EMPERADOR S.R.L.	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	4748NDE	GOL	VOLKSWAGEN	PLATA
300	Radio Taxi	RADIO TAXI EMPERADOR S.R.L.	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	2435KZK	COROLLA FIELDER	TOYOTA	PLATEADO
301	Radio Taxi	RADIO TAXI EMPERADOR S.R.L.	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	2357NBF	PROBOX	TOYOTA	BLANCO
302	Radio Taxi	RADIO TAXI EMPERADOR S.R.L.	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	1597YCY	COROLLA	TOYOTA	VERDE
303	Radio Taxi	RADIO TAXI DIAMOND	Empresa	MACRODISTRITO 4 SAN_ANTONIO-VILLA COPACABANA	3807RIY	SWIFT	SUZUKI	ROJO
304	Radio Taxi	RADIO MOVIL EXPRESO DEL SUR	Empresa	MACRODISTRITO 5 SUR-LA FLORIDA	1608AXP	COROLLA	TOYOTA	BLANCO
305	Radio Taxi	SERVI MOVIL TRASLADOS TRANSPORTE	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO	2341UKC	probox	TOYOTA	PLATEADO
306	Radio Taxi	RADIO TAXI CITY LAPAZ	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	1551SKS	SPRINTER	TOYOTA	BLANCO
307	Radio Taxi	RADIO TAXI EMPERADOR S.R.L.	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	1738EEH	SPRINTER	TOYOTA	PLATEADO
308	Radio Taxi	RADIO TAXI EMPERADOR S.R.L.	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	1569SYN	CARIB	TOYOTA	BLANCO
309	Radio Taxi	RADIO TAXI CITY LAPAZ	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	1542PRD	SPRINTER	TOYOTA	BLANCO
310	Radio Taxi	RADIO TAXI CITY LAPAZ	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	1549TTE	SPRINTER	TOYOTA	BLANCO
311	Radio Taxi	RADIO TAXI EMPERADOR S.R.L.	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	2104SKX	CALDINA	TOYOTA	BLANCO
312	Radio Taxi	RADIO TAXI CITY LAPAZ	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	1715CFH	SPRINTER	TOYOTA	BLANCO
313	Radio Taxi	RADIO TAXI CITY LAPAZ	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	1666SFN	COROLLA	TOYOTA	BLANCO
314	Radio Taxi	RADIO TAXI CITY LAPAZ	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	2193BUE	SPRINTER	TOYOTA	PLATEADO
315	Radio Taxi	RADIO TAXI CITY LAPAZ	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	1939HIU	SPRINTER	TOYOTA	BLANCO
316	Radio Taxi	RADIO TAXI CITY LAPAZ	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	1499BDT	COROLLA	TOYOTA	VERDE
317	RADIO TAXI	AXCELBO	Empresa	MACRODISTRITO 6 MALLASA-MALLASA	1701FUG	CALDINA	TOYOTA	NEGRO
318	Radio Taxi	RADIO MOVIL ARMONIA	Empresa	MACRODISTRITO 4 SAN_ANTONIO-VILLA ARMONIA	1281CIX	COROLLA	TOYOTA	PLOMO
